item_code,category,item_name,unit,standard_price,min_price,max_price,status,source,aliases,is_active
SIGN-010,SIGN,دليه ديكور اعلي الورمر والكاشير والسعر يشمل المبات والتوصيل وكل مايلزم لحين انتهاء الاعمال,مقطوعية,6000.0,6000.0,6000.0,معتمد,أرشيف تاريخي 2023-2024,,1
SIGN-011,SIGN,صيانة للاضاءه باليافطة فك ومراجعه,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
SIGN-012,SIGN,فك اليافطة بالكامل وتنظفاها بالكامل وإعادة تركبها,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
SIGN-013,SIGN,قطعة اكريليك لليافطه من الخارج للفرع,مقطوعية,925.0,850.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
SIGN-014,SIGN,لحام وتلركيب حروف اليافطه الروسي,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
SIGN-015,SIGN,وحدة اسعار ديكور,متر طولي,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
SIGN-016,SIGN,اصلاح وتركيب حروف الافته الروسي,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
SIGN-017,SIGN,فك وتنظيف اليافطه مع المراجعه علي الاضاءه,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-001,TROL,قضيب سوستة,متر طولي,233.0,200.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-002,TROL,طقم عجلة ترولي,عدد,1500.0,500.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,طقم عجل ترولي,1
TROL-003,TROL,طقم عجل ترولي ومراجعه علي لحامات الترولي,عدد,1250.0,850.0,1650.0,معتمد,أرشيف تاريخي 2023-2024,عجل ترولي ومراجعه علي لحامات الترولي,1
TROL-004,TROL,طقم عجل سوستة,عدد,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-005,TROL,عجل سوستة,عدد,275.0,150.0,400.0,معتمد,أرشيف تاريخي 2023-2024,عجلة سوستة,1
TROL-006,TROL,عجلة ترولي,عدد,450.0,150.0,750.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-007,TROL,وتغير طقم عجل ترولي,عدد,1625.0,750.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,وتغير عجل ترولي,1
TROL-008,TROL,ترولي كامل,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-009,TROL,توريد وتغير قضيب المونيوم وطقم عجل بالدليل للوحدات التخزين,مقطوعية,1600.0,1600.0,1600.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-010,TROL,صيانة الترولي وتغير زوية حديد,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-011,TROL,طقم عجل ترولي بوصه,عدد,2500.0,2500.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-012,TROL,طقم عجلة للجزيرة,طقم,2500.0,2500.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-013,TROL,فك مكان اللحام بنفس لون الترولي,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-014,TROL,لحام عجلة الترولي وإعادة تركيبها,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-015,TROL,لحام عجلة الترولي وتقوية الباقي,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-016,TROL,نقل وصيانه الترولي وتركيب عجل وتوريد مره اخره للفرع,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
TROL-017,TROL,نقل وصيانه وتوريد مره اخري ترولي,عدد,3000.0,3000.0,3000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-001,WOOD,صيانة دلف الفرع بالكامل,مقطوعية,709.0,300.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,دهان دلف الكونتر بالكامل، صيانة دلف الاستند الحديد بالكامل، صيانة دلف الحديد بالكامل، صيانة دلف الكونتر بالكامل، صيانة ودهان دلف الفرع بالكامل، صيانه دلف الكونتر + استاند حديد بالكامل، صيانه دلف الكونتر الخلفي,1
WOOD-002,WOOD,طبلية خشب سم,متر طولي,2500.0,2500.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,طبلية خشب,1
WOOD-003,WOOD,صيانة للدلف الخشب,مقطوعية,575.0,200.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,صيانة ارفف الخشب، صيانة الدلف الخشب,1
WOOD-004,WOOD,خشب المجرة,عدد,567.0,300.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,خشب للمجرة,1
WOOD-005,WOOD,صيانة دلف وحدات الكاشير,مقطوعية,300.0,200.0,500.0,معتمد,أرشيف تاريخي 2023-2024,صيانة دلف خشب وحدة الكاشير,1
WOOD-006,WOOD,تراك فيلبس بالطرنظ,عدد,100.0,100.0,100.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-007,WOOD,دهان الوحدات الخشب بالون الاسود,عدد,250.0,200.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-008,WOOD,دهانات متنوعه بالفرع خشب وحوائط,عدد,700.0,200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-009,WOOD,صيانات الوحدات الخشبيه,عدد,650.0,300.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-010,WOOD,عود مجرة سوستة,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-011,WOOD,قضيب مجرة,عدد,400.0,300.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-012,WOOD,مرايات من الخشب الكونتر pvc مقاس للوحدات الخشبيه,مقطوعية,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-013,WOOD,مسطرة تراك,عدد,350.0,300.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-014,WOOD,مقبض درج,عدد,100.0,100.0,100.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-015,WOOD,اعادة دهان البيتش باين للفرع بالكامل بالسلير والبولي يروثيان ودهان الوحدات بالوان الاسود,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-016,WOOD,اعدة خشب,عدد,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-017,WOOD,الصيانه المتنوع للوحدات الخشبيه وتغير الاكسسوارات اللزمة,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-018,WOOD,المرجعة علي دلف الفرع بالكامل + الجزيرة,مقطوعية,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-019,WOOD,اوشاط خشب بيتش,متر طولي,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-020,WOOD,بالمتر - تم توريد وتركيب الواح خشب طوب تم تصنيعه مطابقه الموصفات,متر مربع,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-021,WOOD,برواز داخلي لتقوية الدلف من الداخل,مقطوعية,650.0,300.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-022,WOOD,ترميم الخشب,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-023,WOOD,تسبيت الارفف الاستند,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-024,WOOD,تسبيت رف خشب,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-025,WOOD,تقفيل علبة خشب +معجون+دهان +وش نظافة,مقطوعية,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-026,WOOD,تقوية داخل الخزنة للارفف,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-027,WOOD,تلميع خشب العمود الي الخارج,مقطوعية,,,,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-028,WOOD,توريد وتغير اوكرة دلف,عدد,100.0,100.0,100.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-029,WOOD,توريد وتغير شريط اسود للوحدات الخشبيه,عدد,450.0,450.0,450.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-030,WOOD,خشب mdf,مقطوعية,700.0,700.0,700.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-031,WOOD,خشب لارف الحديد,متر طولي,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-032,WOOD,خشب مجرة الأدراق الجرار,متر طولي,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-033,WOOD,دلف خشب للباسكت,مقطوعية,2500.0,2500.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-034,WOOD,دلف وحدة الميزان كونتر مع بيتش باين,عدد,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-035,WOOD,دهان الارفف للفرع بالكامل بالون الاصفر+ سيلر,مقطوعية,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-036,WOOD,دهان الخشب اسود بالكامل,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-037,WOOD,دهان الدلف الخشب + الكاشير اسود,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-038,WOOD,دهان الفرع حوائط وسقف وخشب واستندات,مقطوعية,5000.0,5000.0,5000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-039,WOOD,دهان الفرع كامل + الوجهة + المخزن بدون تحريك الارفف,مقطوعية,5000.0,5000.0,5000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-040,WOOD,دهان جمع دلف الفرع بالكامل بالون الأسود لاكيا,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-041,WOOD,دهان خشب البيتش باين,مقطوعية,,,,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-042,WOOD,دهان خشب الكونتر اسود,مقطوعية,2500.0,2500.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-043,WOOD,دهان سيلر للخشب الوجهه البتش باين,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-044,WOOD,دولاب لوكار,متر مربع,7000.0,7000.0,7000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-045,WOOD,سلسلة لدلف الترولي,مقطوعية,1750.0,1000.0,2500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-046,WOOD,سنفرة الواجها بيتش باين,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-047,WOOD,شريط خشب اسود,متر طولي,50.0,50.0,50.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-048,WOOD,صنفر اليافطة+ دهان البيتش ياين سيلر بيتش باين,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-049,WOOD,صنفرة الارفف الفرع بالكامل + دهان سيلر,مقطوعية,800.0,800.0,800.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-050,WOOD,صنفرة خشب الوجهة + دهان سلير,مقطوعية,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-051,WOOD,صيانة التراك وتثبيت,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-052,WOOD,صيانة الدلف وإعادة تركيبها,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-053,WOOD,صيانة دلف الحديد المخزن بالكامل +++++,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-054,WOOD,صيانة دلف الفرع,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-055,WOOD,صيانة دلف الكونتر + سنفرة + دهان سلر,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-056,WOOD,صيانة دلف الكونتر+الورم+الحديد باكامل,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-057,WOOD,صيانة ديكور الوحدات وتكميل البيتش باين,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-058,WOOD,صيانة مسطرة التراك + تركيب مشتركين,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-059,WOOD,صيانة وحدات التخزين وتركيب البيتش باين,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-060,WOOD,صيانه بوحدة التخزين اخشبيه,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-061,WOOD,صيانه تراك,عدد,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-062,WOOD,صيانه دلفة دولاب,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-063,WOOD,طقم جرار درج لوحدة الادراج بالكونتر,مقطوعية,900.0,900.0,900.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-064,WOOD,طقم جرار عجل لدلف وحدات الكونتر,عدد,800.0,800.0,800.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-065,WOOD,طقم عجل للدلف الخشب,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-066,WOOD,طقم عجل للدلف الوحدات,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-067,WOOD,طقم عجلة للدلف,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-068,WOOD,طقم مجرة للدرج مرحلة,عدد,400.0,400.0,400.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-069,WOOD,عجل و دليل لدلف الوحدات الخشبيه,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-070,WOOD,عجلة للدلف,عدد,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-071,WOOD,عود مجرة معدنية سوستة,متر طولي,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-072,WOOD,غطاء خشب متحرك,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-073,WOOD,فك ارفف المخزن وتقطيع الالوح لوحدات التخزين الجديده,مقطوعية,3000.0,3000.0,3000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-074,WOOD,فك خشب الوجها وتركيبه للمول,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-075,WOOD,قرصة خشاب للجزيرة كونتر,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-076,WOOD,قرصة خشب بقشاط بيتش باين,عدد,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-077,WOOD,قشاط بيتش باين لأطار الرفوف,عدد,100.0,100.0,100.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-078,WOOD,قضيب مجرة المونيتال م,مقطوعية,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-079,WOOD,قطع خشب بالمجرة,متر طولي,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-080,WOOD,قطعة بيتش باين,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-081,WOOD,قطعة خشب للجزيرة,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-082,WOOD,قعدة خشب اسود,متر طولي,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-083,WOOD,لاصق شريط اسود للدلف بوحدات الكونتر,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-084,WOOD,مجرة المونيوم للدلف الجرار,عدد,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-085,WOOD,مجرة دليل,متر طولي,200.0,200.0,200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-086,WOOD,مجرة دورج,عدد,,,,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-087,WOOD,مجرة معدنية للدلف م+عود,مقطوعية,250.0,250.0,250.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-088,WOOD,مريات ارفف المخزن طوالي,مقطوعية,2000.0,2000.0,2000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-089,WOOD,مسطرة تراك اسود,عدد,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-090,WOOD,مقبض استلس للدلف,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-091,WOOD,مقبض دلف,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-092,WOOD,نقل وحدة تخزين في المخزن و تم صيانه خشب المخزن,مقطوعية,300.0,300.0,300.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-093,WOOD,هيدر من الخشب البتش باين والاكليرك الشفاف,مقطوعية,2400.0,2400.0,2400.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-094,WOOD,و تركيب وش طبلون خشب ديكور,عدد,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-095,WOOD,وحدات ارفف اماميه من الخشب الكونتتر دهان اسود تشمل مرايات من قطاعات خشب البيتش باين دهان باللون المطلوب من البولي يوريثان بعد التجهيز بالسيلر,مقطوعية,65800.0,65800.0,65800.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-096,WOOD,وحدات ارفف للتخزين مصنعه من الهياكل المعدنية قطاع زاويه.,مقطوعية,64000.0,64000.0,64000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-097,WOOD,وحدات ارفف للتخزين من الهياكل المعدنية قطاع,مقطوعية,105000.0,105000.0,105000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-098,WOOD,وحدات تخزين بدون الواح خشب لاستخدام الالوح السابقه وتم خصم نسبة الخشب,مقطوعية,33750.0,33750.0,33750.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-099,WOOD,وحدات تخزين سفلية من الخشب الكونتتر قشرة PVC اسود و الدلف من الخشب الكونتتر قشرة PVC اسود ومثبت عليه شرائح من البيتش باين. ارتفاع .,مقطوعية,69600.0,69600.0,69600.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-100,WOOD,وحدات عرض مدرج عدد ارفف من الكونتر الاسود والبتش باين تصنيع وتوريد,مقطوعية,20000.0,20000.0,20000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-101,WOOD,وحدة الرفف ارفف,مقطوعية,7000.0,7000.0,7000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-102,WOOD,وحدة تخزين خشبيه,مقطوعية,16800.0,16800.0,16800.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-103,WOOD,وحده خشب دلف,مقطوعية,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-104,WOOD,وحده خشبيه لصندوق المهملات طبقاً لوحدات الكونتر,مقطوعية,7000.0,7000.0,7000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-105,WOOD,وحده خشبيه مقاس,متر مربع,7000.0,7000.0,7000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-106,WOOD,اكرة دلف,عدد,150.0,150.0,150.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-107,WOOD,المراجعه علي الوحدات الخشبيه بالكامل,مقطوعية,600.0,600.0,600.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-108,WOOD,توريد وتقويه الوحدات الخشبيه بالكامل تم تركيب زاويه معدنيه لفرع المناره,مقطوعية,1000.0,1000.0,1000.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-109,WOOD,توريد وتقويه الوحدات الخشبيه بالكامل لفرع المناره وتم تركيب زاويه معدنيه,مقطوعية,1200.0,1200.0,1200.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-110,WOOD,صيانة عجل الدلف الزجاج,مقطوعية,500.0,500.0,500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-111,WOOD,صيانه دلف الخشب اسفل الاستندات,مقطوعية,850.0,850.0,850.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-112,WOOD,لوح خشب مل بجانب الوجهات,مقطوعية,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
WOOD-113,WOOD,وتقويه الوحدات الخشبيه بالكامل وام تركيب زاويه معدنيه للتثبيت,مقطوعية,1500.0,1500.0,1500.0,معتمد,أرشيف تاريخي 2023-2024,,1
